url,fuel_type,horsepower,MPG,seats,curb_weight,length,width,height,wheel_base,drivetrain,body_type
https://www.carvana.com/vehicle/3499367?refSource=srp,Hybrid,141,43,5,3668,191.8,83.5,58,112.2,FWD,sedan
https://www.carvana.com/vehicle/3439276?refSource=srp,Gas,163,27,5,3159,194.2,73,57.3,111.4,FWD,sedan
https://www.carvana.com/vehicle/3526213?refSource=srp,Gas,175,21,5,3472,191.8,83.5,58.2,112.2,FWD,sedan
https://www.carvana.com/vehicle/3400166?refSource=srp,Gas,123,24,5,2974,178.7,80.5,57.8,104.3,FWD,sedan
https://www.carvana.com/vehicle/3431984?refSource=srp,Gas,305,19,5,3811,201.3,84.3,58.9,111.7,FWD,sedan
https://www.carvana.com/vehicle/3438185?refSource=srp,Hybrid,141,43,5,3668,191.8,83.5,58,112.2,FWD,sedan
https://www.carvana.com/vehicle/3433736?refSource=srp,Gas,158,31,5,2795,182.3,70.8,55.7,106.3,FWD,sedan
https://www.carvana.com/vehicle/3480111?refSource=srp,Gas,147,30,5,2707,182.7,70.9,56.5,106.3,FWD,sedan
https://www.carvana.com/vehicle/3407093?refSource=srp,Gas,189,27,5,3192,191.4,72.8,57.7,109.3,FWD,sedan
https://www.carvana.com/vehicle/3513215?refSource=srp,Gas,163,27,5,3159,194.2,73,57.3,111.4,FWD,sedan
https://www.carvana.com/vehicle/3516026?refSource=srp,Gas,292,19,5,3940,198.4,82.7,57.8,120,RWD,sedan
https://www.carvana.com/vehicle/3480663?refSource=srp,Gas,370,16,5,4270,200.8,75,58.2,120.2,RWD,sedan
https://www.carvana.com/vehicle/3514203?refSource=srp,Gas,311,18,5,4138,196.5,74.4,58.3,118.5,RWD,sedan
https://www.carvana.com/vehicle/3351986?refSource=srp,Gas,158,31,5,2742,182.3,70.8,55.7,106.3,FWD,sedan
https://www.carvana.com/vehicle/3475072?refSource=srp,Gas,174,31,5,2899,182.3,70.8,55.7,106.3,FWD,sedan
https://www.carvana.com/vehicle/3489463?refSource=srp,Gas,292,19,5,3940,198.4,82.7,57.8,120,RWD,sedan
https://www.carvana.com/vehicle/3509585?refSource=srp,Gas,185,24,5,3466,191.1,73.4,58.1,110.4,FWD,sedan
https://www.carvana.com/vehicle/3470316?refSource=srp,Gas,192,29,5,3230,196.1,73.3,57.1,111.4,FWD,sedan
https://www.carvana.com/vehicle/3485245?refSource=srp,Gas,292,19,5,3940,198.4,82.7,57.8,120,RWD,sedan
https://www.carvana.com/vehicle/3374960?refSource=srp,Gas,147,30,5,2844,181.9,70.9,56.5,106.3,FWD,sedan
https://www.carvana.com/vehicle/3459006?refSource=srp,Gas,292,19,5,3940,198.4,82.7,57.8,120,RWD,sedan
https://www.carvana.com/vehicle/3501836?refSource=srp,Gas,300,19,5,4039,200.8,82.7,57.8,120,RWD,sedan
https://www.carvana.com/vehicle/3409587?refSource=srp,Gas,145,28,5,2943,179.1,69.9,56.3,106.3,FWD,sedan
https://www.carvana.com/vehicle/3452431?refSource=srp,Gas,185,25,5,3355,191.1,73.4,58.1,110.4,FWD,sedan
https://www.carvana.com/vehicle/3469128?refSource=srp,Gas,145,28,5,2943,179.1,69.9,56.3,106.3,FWD,sedan
https://www.carvana.com/vehicle/3451466?refSource=srp,Gas,145,28,5,2943,179.1,69.9,56.3,106.3,FWD,sedan
https://www.carvana.com/vehicle/3409231?refSource=srp,Gas,153,27,5,2892,183.7,70.5,57.4,106.3,FWD,sedan
https://www.carvana.com/vehicle/3483549?refSource=srp,Gas,292,19,5,3940,198.4,82.7,57.8,120,RWD,sedan
https://www.carvana.com/vehicle/3497522?refSource=srp,Gas,203,28,5,3310,192.1,72.4,56.9,111.2,FWD,sedan
https://www.carvana.com/vehicle/3361236?refSource=srp,Gas,206,28,5,3395,192.7,72.4,56.9,111.2,FWD,sedan
https://www.carvana.com/vehicle/3496752?refSource=srp,Gas,185,27,5,3267,191.4,72.8,57.7,109.3,FWD,sedan
https://www.carvana.com/vehicle/3453656?refSource=srp,Gas,185,27,5,3358,191.4,72.8,57.7,109.3,FWD,sedan
https://www.carvana.com/vehicle/3374454?refSource=srp,Gas,145,25,5,2804,179.5,70.1,56.3,106.3,FWD,sedan
https://www.carvana.com/vehicle/3471622?refSource=srp,Gas,268,20,5,3572,197.6,72.8,58.5,111,FWD,sedan
https://www.carvana.com/vehicle/3432006?refSource=srp,Gas,240,21,5,3472,191.8,83.5,58.2,112.2,FWD,sedan
https://www.carvana.com/vehicle/3509642?refSource=srp,Gas,175,22,5,3427,191.7,83.5,58.2,112.2,FWD,sedan
https://www.carvana.com/vehicle/3440008?refSource=srp,Gas,177,23,5,3279,194.1,72.7,58.1,110.2,FWD,sedan
https://www.carvana.com/vehicle/3485676?refSource=srp,Gas,185,27,5,3367,192.5,72.8,57.7,109.3,FWD,sedan
https://www.carvana.com/vehicle/3390273?refSource=srp,Gas,120,33,5,2767,172.6,67.9,57.1,101.6,FWD,sedan
https://www.carvana.com/vehicle/3459248?refSource=srp,Gas,185,24,5,3362,191.1,73.2,57.7,110.4,FWD,sedan
https://www.carvana.com/vehicle/3519425?refSource=srp,Gas,132,29,5,2800,182.6,69.9,57.3,106.3,FWD,sedan
https://www.carvana.com/vehicle/3439346?refSource=srp,Hybrid,103,44,5,4052,192.7,73.9,58.2,108.3,FWD,sedan
https://www.carvana.com/vehicle/3486807?refSource=srp,Gas,241,21,5,3583,184.3,79.8,56.3,110.2,RWD,sedan
https://www.carvana.com/vehicle/3502378?refSource=srp,Gas,185,24,5,3466,191.1,73.4,58.1,110.4,FWD,sedan
https://www.carvana.com/vehicle/3529040?refSource=srp,Gas,163,27,5,3159,194.2,73,57.3,111.4,FWD,sedan
https://www.carvana.com/vehicle/3451529?refSource=srp,Gas,175,20,5,3816,191.7,83.5,58.1,112.2,AWD,sedan
https://www.carvana.com/vehicle/3499313?refSource=srp,Gas,272,19,5,3605,191.7,71.7,56.3,109.3,FWD,sedan
https://www.carvana.com/vehicle/3469151?refSource=srp,Gas,204,21,5,3461,183.7,79.8,56.3,110.2,RWD,sedan
https://www.carvana.com/vehicle/3486987?refSource=srp,Gas,192,29,5,3294,192.2,73.3,57.1,111.4,FWD,sedan
https://www.carvana.com/vehicle/3409125?refSource=srp,Gas,163,29,5,3159,194.2,73,57.3,111.4,FWD,sedan
https://www.carvana.com/vehicle/3417119?refSource=srp,Hybrid,104,49,5,3069,184.1,71.9,55.7,107.1,FWD,sedan
https://www.carvana.com/vehicle/3472578?refSource=srp,Gas,203,28,5,3241,192.1,72.4,56.9,111.2,FWD,sedan
https://www.carvana.com/vehicle/3475084?refSource=srp,Gas,178,25,5,3300,190.9,71.7,57.9,109.3,FWD,sedan
https://www.carvana.com/vehicle/3457697?refSource=srp,Gas,185,24,5,3230,191.1,73.2,57.7,110.4,FWD,sedan
https://www.carvana.com/vehicle/3479569?refSource=srp,Gas,311,16,5,4138,196.5,74.4,58.3,118.5,AWD,sedan
https://www.carvana.com/vehicle/3468241?refSource=srp,Gas,106,32,5,2385,171.7,66.7,58.5,101.2,FWD,sedan
https://www.carvana.com/vehicle/3433553?refSource=srp,Gas,163,29,5,3159,194.2,73,57.3,111.4,FWD,sedan
https://www.carvana.com/vehicle/3434590?refSource=srp,Gas,268,21,5,3461,195.2,72.2,57.5,111,FWD,sedan
https://www.carvana.com/vehicle/3480107?refSource=srp,Gas,178,21,5,3460,190.9,71.7,57.9,109.3,FWD,sedan
https://www.carvana.com/vehicle/3434493?refSource=srp,Gas,177,23,5,3300,194.1,72.7,58.1,110.2,FWD,sedan
https://www.carvana.com/vehicle/3509637?refSource=srp,Gas,268,21,5,3549,192.7,71.7,57.1,111,FWD,sedan
https://www.carvana.com/vehicle/3498989?refSource=srp,Hybrid,149,42,5,3519,180.4,71.2,56.4,106.1,FWD,sedan
https://www.carvana.com/vehicle/3475298?refSource=srp,Gas,185,24,5,3362,191.1,73.2,57.7,110.4,FWD,sedan
https://www.carvana.com/vehicle/3461285?refSource=srp,Gas,268,21,5,3538,195.3,82.5,57.5,111,FWD,sedan
https://www.carvana.com/vehicle/3432102?refSource=srp,Gas,178,24,5,3245,190.9,71.7,57.9,109.3,FWD,sedan
https://www.carvana.com/vehicle/3356814?refSource=srp,Gas,268,21,5,3549,192.7,71.7,57.1,111,FWD,sedan
https://www.carvana.com/vehicle/3451802?refSource=srp,Gas,163,27,5,3159,194.2,73,57.3,111.4,FWD,sedan
https://www.carvana.com/vehicle/3500618?refSource=srp,Gas,147,28,5,2908,182.7,70.9,56.5,106.3,FWD,sedan
https://www.carvana.com/vehicle/3514822?refSource=srp,Hybrid,156,40,5,3435,189.2,71.7,57.9,109.3,FWD,sedan
https://www.carvana.com/vehicle/3427483?refSource=srp,Gas,203,28,5,3340,192.7,72.4,56.9,111.2,FWD,sedan
https://www.carvana.com/vehicle/3483495?refSource=srp,Gas,311,16,5,4138,196.5,74.4,58.3,118.5,AWD,sedan
https://www.carvana.com/vehicle/3372378?refSource=srp,Gas,268,21,5,3461,195.2,72.2,57.5,111,FWD,sedan
https://www.carvana.com/vehicle/3492719?refSource=srp,Gas,153,29,5,2870,183.7,70.5,57.4,106.3,FWD,sedan
https://www.carvana.com/vehicle/3473707?refSource=srp,Gas,203,28,5,3310,192.1,72.4,56.9,111.2,FWD,sedan
https://www.carvana.com/vehicle/3477819?refSource=srp,Gas,163,27,5,3159,194.2,73,57.3,111.4,FWD,sedan
https://www.carvana.com/vehicle/3454442?refSource=srp,Gas,268,21,5,3549,192.7,71.7,57.1,111,FWD,sedan
https://www.carvana.com/vehicle/3513631?refSource=srp,Gas,241,22,5,3583,183.7,79.8,56.3,110.2,RWD,sedan
https://www.carvana.com/vehicle/3480581?refSource=srp,Gas,306,19,5,3726,190.7,72.4,57.3,112.2,RWD,sedan
https://www.carvana.com/vehicle/3519000?refSource=srp,Hybrid,110,44,5,2875,179.4,69,56.3,105.1,FWD,sedan
https://www.carvana.com/vehicle/3499383?refSource=srp,Gas,158,31,5,2935,184,70.9,55.7,107.7,FWD,sedan
https://www.carvana.com/vehicle/3521860?refSource=srp,Gas,250,19,5,4602,231.9,96.8,75.6,145,RWD,truck
https://www.carvana.com/vehicle/3419427?refSource=srp,Gas,181,20,5,4028,212.7,83.9,70.7,128.3,RWD,truck
https://www.carvana.com/vehicle/3511707?refSource=srp,Gas,355,15,6,5150,241.2,81.2,78.2,147.4,4WD,truck
https://www.carvana.com/vehicle/3370292?refSource=srp,Gas,305,16,6,4873,229,79.4,77.2,140.5,RWD,truck
https://www.carvana.com/vehicle/3494131?refSource=srp,Gas,395,19,5,4891,228.9,82.1,77.6,140.5,RWD,truck
https://www.carvana.com/vehicle/3512992?refSource=srp,Gas,260,19,6,4785,228.9,82.1,77.6,140.5,2WD,truck
https://www.carvana.com/vehicle/3497365?refSource=srp,Gas,305,16,6,5095,229,79.4,77.7,140.5,4WD,truck
https://www.carvana.com/vehicle/3511221?refSource=srp,Gas,308,17,4,4168,212.7,83.9,70.3,128.3,4WD,truck
https://www.carvana.com/vehicle/3516918?refSource=srp,Gas,250,18,6,4602,231.9,96.8,75.6,145,RWD,truck
https://www.carvana.com/vehicle/3432244?refSource=srp,Gas,270,20,5,4354,210.8,85.8,70.1,126.8,RWD,truck
https://www.carvana.com/vehicle/3514181?refSource=srp,Gas,250,19,5,4602,231.9,96.8,75.6,145,RWD,truck
https://www.carvana.com/vehicle/3513418?refSource=srp,Gas,355,17,6,4772,241.2,81.2,75.4,147.4,RWD,truck
https://www.carvana.com/vehicle/3511892?refSource=srp,Gas,250,17,5,4606,231.9,96.8,75.6,157,RWD,truck
https://www.carvana.com/vehicle/3486793?refSource=srp,Flexible Fuel,282,15,6,4623,243.7,96.8,75.7,145,RWD,truck
https://www.carvana.com/vehicle/3514202?refSource=srp,Gas,260,15,5,5197,232.9,82.1,77.6,144.6,4WD,truck
https://www.carvana.com/vehicle/3470950?refSource=srp,Hybrid,325,18,6,4912,231.7,95.7,77.2,157.2,4WD,truck
https://www.carvana.com/vehicle/3402042?refSource=srp,Gas,260,15,5,5248,241.8,82.1,77.5,153.5,4WD,truck
https://www.carvana.com/vehicle/3418311?refSource=srp,Gas,285,14,6,5155,241.2,81.2,78.2,147.4,4WD,truck
https://www.carvana.com/vehicle/3470978?refSource=srp,Gas,285,17,5,4720,218,73.8,75,137.3,4WD,truck
https://www.carvana.com/vehicle/3518900?refSource=srp,Gas,250,19,5,4495,231.9,96.8,75.5,145,RWD,truck
https://www.carvana.com/vehicle/3432164?refSource=srp,Gas,389,17,6,5390,233.6,80.2,78,145.7,4WD,truck
https://www.carvana.com/vehicle/3514411?refSource=srp,Gas,285,16,6,5231,230,80,73.9,143.5,4WD,truck
https://www.carvana.com/vehicle/3409333?refSource=srp,Gas,277,19,5,4920,231.7,81.2,75.5,147.4,4WD,truck
https://www.carvana.com/vehicle/3509054?refSource=srp,Gas,270,21,5,4354,210.8,85.8,70.1,126.8,RWD,truck
https://www.carvana.com/vehicle/3404229?refSource=srp,Flexible Fuel,250,16,6,4867,231.9,96.8,77.2,145,4WD,truck
https://www.carvana.com/vehicle/3412832?refSource=srp,Flexible Fuel,305,16,6,5101,229,79.4,77.7,140.5,4WD,truck
https://www.carvana.com/vehicle/3494436?refSource=srp,Gas,355,15,5,5105,231.7,81.2,78.4,147.4,4WD,truck
https://www.carvana.com/vehicle/3427589?refSource=srp,Flexible Fuel,250,15,6,4867,231.9,96.8,77.2,145,4WD,truck
https://www.carvana.com/vehicle/3521167?refSource=srp,Flexible Fuel,240,16,3,4910,231,79.4,74.6,140.5,RWD,truck
https://www.carvana.com/vehicle/3424441?refSource=srp,Flexible Fuel,250,16,5,4867,231.9,96.8,77.2,145,4WD,truck
https://www.carvana.com/vehicle/3484219?refSource=srp,Gas,308,17,5,4290,224.9,83.9,70.6,128.3,RWD,truck
https://www.carvana.com/vehicle/3406607?refSource=srp,Flexible Fuel,250,15,6,4867,231.9,96.8,77.2,145,4WD,truck
https://www.carvana.com/vehicle/3503190?refSource=srp,Gas,305,15,6,4903,232.9,82.1,77.5,144.6,RWD,truck
https://www.carvana.com/vehicle/3498200?refSource=srp,Flexible Fuel,285,17,6,5232,230,80,73.9,143.5,4WD,truck
https://www.carvana.com/vehicle/3489606?refSource=srp,Gas,159,20,5,4040,212.3,74.4,70.6,127.4,RWD,truck
https://www.carvana.com/vehicle/3394432?refSource=srp,Gas,250,18,6,4529,231.9,96.8,75.6,145,RWD,truck
https://www.carvana.com/vehicle/3500106?refSource=srp,Gas,310,16,6,4940,231.7,81.2,75.6,147.4,4WD,truck
https://www.carvana.com/vehicle/3490765?refSource=srp,Gas,305,15,6,5101,229,79.4,77.7,140.5,4WD,truck
https://www.carvana.com/vehicle/3486874?refSource=srp,Gas,181,17,5,4295,224.9,83.9,70.6,128.3,RWD,truck
https://www.carvana.com/vehicle/3411835?refSource=srp,Gas,282,17,6,4895,243.7,96.8,77.3,145,4WD,truck
https://www.carvana.com/vehicle/3413802?refSource=srp,Gas,270,21,5,4354,210.8,85.8,70.1,126.8,RWD,truck
https://www.carvana.com/vehicle/3519512?refSource=srp,Gas,162,42,5,3674,199.7,83.5,68.7,121.1,FWD,truck
https://www.carvana.com/vehicle/3451854?refSource=srp,Gas,250,16,6,4805,231.9,96.8,77.2,145,4WD,truck
https://www.carvana.com/vehicle/3520684?refSource=srp,Gas,401,36,6,6950,266,81.9,79.7,158.9,4WD,truck
https://www.carvana.com/vehicle/3511825?refSource=srp,Gas,381,13,6,5640,228.9,79.9,76.2,145.7,4WD,truck
https://www.carvana.com/vehicle/3477326?refSource=srp,Gas,282,18,6,4782,231.9,96.8,77.2,145,4WD,truck
https://www.carvana.com/vehicle/3425036?refSource=srp,Gas,260,17,6,5248,241.8,82.1,77.5,153.5,4WD,truck
https://www.carvana.com/vehicle/3490412?refSource=srp,Gas,285,17,5,5050,218,73.8,76.1,137.3,4WD,truck
https://www.carvana.com/vehicle/3319074?refSource=srp,Gas,285,17,5,5050,218,73.8,76.1,137.3,4WD,truck
https://www.carvana.com/vehicle/3408153?refSource=srp,Gas,310,13,5,5250,228.7,79.9,75.6,145.7,RWD,truck
https://www.carvana.com/vehicle/3517084?refSource=srp,Gas,181,16,5,4758,212.7,83.9,72.2,128.5,4WD,truck
https://www.carvana.com/vehicle/3531031?refSource=srp,Gas,305,15,6,4905,229,79.4,77.7,140.5,4WD,truck
https://www.carvana.com/vehicle/3392694?refSource=srp,Flexible Fuel,250,16,5,4867,231.9,96.8,77.2,145,4WD,truck
https://www.carvana.com/vehicle/3472619?refSource=srp,Gas,305,15,5,4903,232.9,82.1,77.5,144.6,RWD,truck
https://www.carvana.com/vehicle/3514022?refSource=srp,Flexible Fuel,325,15,5,4930,243.7,96.8,76.9,145,4WD,truck
https://www.carvana.com/vehicle/3517292?refSource=srp,Gas,278,19,5,4180,212.3,75.2,70.6,127.4,RWD,truck
https://www.carvana.com/vehicle/3515161?refSource=srp,Flexible Fuel,285,17,6,4860,230,80,73.8,143.5,RWD,truck
https://www.carvana.com/vehicle/3481166?refSource=srp,Gas,310,17,6,4710,231.7,81.2,75.5,147.4,RWD,truck
https://www.carvana.com/vehicle/3495381?refSource=srp,Gas,305,15,5,5232,232.9,82.1,77.6,144.6,4WD,truck
https://www.carvana.com/vehicle/3463216?refSource=srp,Gas,395,15,6,5171,229,79.4,78.5,140.5,4WD,truck
https://www.carvana.com/vehicle/3485114?refSource=srp,Flexible Fuel,305,16,6,4877,229,79.4,77.2,140.5,RWD,truck
https://www.carvana.com/vehicle/3518566?refSource=srp,Gas,401,36,6,6950,266,81.9,79.7,158.9,4WD,truck
https://www.carvana.com/vehicle/3421785?refSource=srp,Gas,250,17,6,4867,231.9,96.8,77.2,145,4WD,truck
https://www.carvana.com/vehicle/3448688?refSource=srp,Gas,290,18,5,4747,231.7,95.7,77.2,145.4,4WD,truck
https://www.carvana.com/vehicle/3516796?refSource=srp,Gas,277,17,6,4920,231.7,81.2,75.5,147.4,4WD,truck
https://www.carvana.com/vehicle/3498446?refSource=srp,Gas,277,15,5,4800,231.7,81.2,75.5,147.4,RWD,truck
https://www.carvana.com/vehicle/3455973?refSource=srp,Gas,410,31,6,7040,248.4,79.1,78.3,160,4WD,truck
https://www.carvana.com/vehicle/3492662?refSource=srp,Gas,401,36,6,6633,266.1,81.9,79.7,158.9,RWD,truck
https://www.carvana.com/vehicle/3427325?refSource=srp,Gas,260,15,5,5232,232.9,82.1,77.6,144.6,4WD,truck
https://www.carvana.com/vehicle/3448303?refSource=srp,Flexible Fuel,325,20,6,4529,231.9,96.8,75.6,145,RWD,truck
https://www.carvana.com/vehicle/3459278?refSource=srp,Gas,250,19,6,4755,231.7,95.7,77.2,145.4,4WD,truck
https://www.carvana.com/vehicle/3502471?refSource=srp,Gas,325,20,6,4602,231.9,96.8,75.6,145,RWD,truck
https://www.carvana.com/vehicle/3520173?refSource=srp,Gas,250,19,6,4602,231.9,96.8,75.6,145,RWD,truck
https://www.carvana.com/vehicle/3478935?refSource=srp,Flexible Fuel,381,13,5,5380,228.9,79.9,75.8,145.7,RWD,truck
https://www.carvana.com/vehicle/3481105?refSource=srp,Gas,250,17,5,4867,231.9,96.8,77.2,145,4WD,truck
https://www.carvana.com/vehicle/3521083?refSource=srp,Gas,250,19,5,4584,231.7,95.7,75.6,145.4,4WD,truck
https://www.carvana.com/vehicle/3503034?refSource=srp,Gas,181,16,5,4758,212.7,83.9,72.2,128.5,4WD,truck
https://www.carvana.com/vehicle/3424804?refSource=srp,Gas,285,15,6,5150,241.2,81.2,78.2,147.4,4WD,truck
https://www.carvana.com/vehicle/3410252?refSource=srp,Gas,260,15,6,5001,228.9,82.1,77.7,140.5,4WD,truck
https://www.carvana.com/vehicle/3514867?refSource=srp,Gas,181,20,5,4010,212.7,83.9,70.7,128.3,RWD,truck
https://www.carvana.com/vehicle/3459986?refSource=srp,Gas,250,19,6,4805,231.9,96.8,77.2,145,4WD,truck
https://www.carvana.com/vehicle/3512566?refSource=srp,Flexible Fuel,305,16,6,5098,229,79.4,77.7,140.5,4WD,truck
https://www.carvana.com/vehicle/3445498?refSource=srp,Gas,278,18,5,4425,212.3,74.4,70.6,127.4,4WD,truck
https://www.carvana.com/vehicle/3465186?refSource=srp,Gas,159,17,5,3985,208.1,74.6,70.1,127.4,RWD,truck
https://www.carvana.com/vehicle/3409333?refSource=srp,Gas,277,19,5,4920,231.7,81.2,75.5,147.4,4WD,truck
https://www.carvana.com/vehicle/3515172?refSource=srp,Gas,325,17,6,4805,231.9,96.8,77.2,163.7,4WD,truck
https://www.carvana.com/vehicle/3426386?refSource=srp,Flexible Fuel,250,18,6,4769,231.9,96.8,77.2,145,4WD,truck
https://www.carvana.com/vehicle/3427589?refSource=srp,Flexible Fuel,250,15,6,4867,231.9,96.8,77.2,145,4WD,truck
https://www.carvana.com/vehicle/3444503?refSource=srp,Flexible Fuel,305,16,6,5060,229,79.4,77.7,140.5,4WD,truck
https://www.carvana.com/vehicle/3460218?refSource=srp,Flexible Fuel,305,17,6,4980,229,79.4,76.9,140.5,RWD,truck
https://www.carvana.com/vehicle/3500267?refSource=srp,Gas,285,15,6,4965,241.2,81.2,75.4,147.4,4WD,truck
https://www.carvana.com/vehicle/3499179?refSource=srp,Gas,395,15,6,5167,229,79.4,77.5,140.5,4WD,truck
https://www.carvana.com/vehicle/3477427?refSource=srp,Gas,305,15,5,5232,232.9,82.1,77.6,144.6,4WD,truck
https://www.carvana.com/vehicle/3485928?refSource=srp,Gas,270,20,4,4145,210.8,85.8,70.7,126.8,RWD,truck
